# phase	boundary	cursor	tier_fnv	wm	used	mapped_bytes
prepare	1	0	43793f7970464123	256	0	71303168
prepare	2	0	43793f7970464123	512	0	71303168
prepare	3	0	43793f7970464123	1024	512	71303168
prepare	4	0	43793f7970464123	1536	1024	138412032
prepare	5	0	43793f7970464123	2048	1536	138412032
prepare	6	0	43793f7970464123	2560	2048	205520896
prepare	7	0	43793f7970464123	3072	2560	205520896
prepare	8	0	43793f7970464123	3584	3072	272629760
prepare	9	0	43793f7970464123	4096	3584	272629760
prepare	10	0	43793f7970464123	4608	4096	339738624
prepare	11	0	43793f7970464123	5120	4608	339738624
prepare	12	0	43793f7970464123	5632	5120	406847488
prepare	13	0	43793f7970464123	6144	5632	406847488
prepare	14	7	ee48ba4039c95f4a	6656	6144	459276288
prepare	15	7	ee48ba4039c95f4a	7168	6656	429916160
prepare	16	14	2556f607993e308d	7680	7168	467664896
prepare	17	18	b660d1fd86116249	8192	7680	452984832
prepare	18	22	b291684c913e6635	8704	8192	448790528
prepare	19	22	b291684c913e6635	9216	8704	423624704
prepare	20	24	9060e495ef0c552d	9728	9216	440401920
prepare	21	30	cef3b7b83baf7ffd	10240	9728	473956352
prepare	22	30	cef3b7b83baf7ffd	10752	10240	427819008
prepare	23	30	cef3b7b83baf7ffd	11264	10752	427819008
prepare	24	31	a13183e89bd1d4b2	11776	11264	429916160
prepare	25	40	6ea1f347ca91875d	12288	11776	469762048
prepare	26	40	6ea1f347ca91875d	12800	12288	427819008
prepare	27	40	6ea1f347ca91875d	13312	12800	427819008
prepare	28	40	6ea1f347ca91875d	13824	13312	427819008
prepare	29	49	8c18bd0cf07bfa1a	14336	13824	467664896
prepare	30	49	8c18bd0cf07bfa1a	14848	14336	425721856
prepare	31	49	8c18bd0cf07bfa1a	15360	14848	429916160
prepare	32	49	8c18bd0cf07bfa1a	15872	15360	429916160
prepare	33	58	b3fe3fda92a3cc3e	16384	15872	473956352
prepare	34	0	43793f7970464123	512	0	71303168
prepare	35	0	43793f7970464123	1024	512	71303168
prepare	36	0	43793f7970464123	1536	1024	138412032
prepare	37	0	43793f7970464123	2048	1536	138412032
prepare	38	0	43793f7970464123	2560	2048	205520896
prepare	39	0	43793f7970464123	3072	2560	205520896
prepare	40	0	43793f7970464123	3584	3072	272629760
prepare	41	0	43793f7970464123	4096	3584	272629760
prepare	42	0	43793f7970464123	4608	4096	339738624
prepare	43	0	43793f7970464123	5120	4608	339738624
prepare	44	0	43793f7970464123	5632	5120	406847488
prepare	45	0	43793f7970464123	6144	5632	406847488
prepare	46	7	ee48ba4039c95f4a	6656	6144	459276288
prepare	47	7	ee48ba4039c95f4a	7168	6656	429916160
prepare	48	14	2556f607993e308d	7680	7168	467664896
prepare	49	18	b660d1fd86116249	8192	7680	452984832
prepare	50	22	b291684c913e6635	8704	8192	448790528
prepare	51	22	b291684c913e6635	9216	8704	423624704
prepare	52	24	9060e495ef0c552d	9728	9216	440401920
prepare	53	30	cef3b7b83baf7ffd	10240	9728	473956352
prepare	54	30	cef3b7b83baf7ffd	10752	10240	427819008
prepare	55	30	cef3b7b83baf7ffd	11264	10752	427819008
prepare	56	31	a13183e89bd1d4b2	11776	11264	429916160
prepare	57	40	6ea1f347ca91875d	12288	11776	469762048
prepare	58	40	6ea1f347ca91875d	12800	12288	427819008
prepare	59	40	6ea1f347ca91875d	13312	12800	427819008
prepare	60	40	6ea1f347ca91875d	13824	13312	427819008
prepare	61	49	8c18bd0cf07bfa1a	14336	13824	467664896
prepare	62	49	8c18bd0cf07bfa1a	14848	14336	425721856
prepare	63	49	8c18bd0cf07bfa1a	15360	14848	429916160
prepare	64	49	8c18bd0cf07bfa1a	15872	15360	429916160
prepare	65	58	b3fe3fda92a3cc3e	16384	15872	473956352
prepare	66	0	43793f7970464123	512	0	71303168
prepare	67	0	43793f7970464123	1024	512	71303168
prepare	68	0	43793f7970464123	1536	1024	138412032
prepare	69	0	43793f7970464123	2048	1536	138412032
prepare	70	0	43793f7970464123	2560	2048	205520896
prepare	71	0	43793f7970464123	3072	2560	205520896
prepare	72	0	43793f7970464123	3584	3072	272629760
prepare	73	0	43793f7970464123	4096	3584	272629760
prepare	74	0	43793f7970464123	4608	4096	339738624
