# phase	boundary	cursor	tier_fnv	wm	used	mapped_bytes
prepare	1	0	43793f7970464123	256	0	71303168
prepare	2	0	43793f7970464123	512	0	71303168
prepare	3	0	43793f7970464123	1024	512	71303168
prepare	4	0	43793f7970464123	1536	1024	138412032
prepare	5	0	43793f7970464123	2048	1536	138412032
prepare	6	0	43793f7970464123	2560	2048	205520896
prepare	7	0	43793f7970464123	3072	2560	205520896
prepare	8	0	43793f7970464123	3584	3072	272629760
prepare	9	0	43793f7970464123	4096	3584	272629760
prepare	10	0	43793f7970464123	4608	4096	339738624
prepare	11	0	43793f7970464123	5120	4608	339738624
prepare	12	0	43793f7970464123	5632	5120	406847488
prepare	13	0	43793f7970464123	6144	5632	406847488
prepare	14	0	43793f7970464123	6656	6144	473956352
prepare	15	0	43793f7970464123	7168	6656	473956352
prepare	16	0	43793f7970464123	7680	7168	541065216
prepare	17	0	43793f7970464123	8192	7680	541065216
prepare	18	3	db3d697a576b96de	8704	8192	601882624
prepare	19	3	db3d697a576b96de	9216	8704	583008256
prepare	20	9	3466be753819516e	9728	9216	631242752
prepare	21	11	cf702c7ae15673b6	10240	9728	599785472
prepare	22	15	d01de103518ffde8	10752	10240	618659840
prepare	23	15	d01de103518ffde8	11264	10752	585105408
prepare	24	18	b660d1fd86116249	11776	11264	614465536
prepare	25	21	20d4122a39e87b98	12288	11776	620756992
prepare	26	23	69f434a343edf2a2	12800	12288	608174080
prepare	27	23	69f434a343edf2a2	13312	12800	587202560
prepare	28	25	c076033408fafaf8	13824	13312	601882624
prepare	29	29	a287830338b5fdb4	14336	13824	629145600
prepare	30	29	a287830338b5fdb4	14848	14336	585105408
prepare	31	29	a287830338b5fdb4	15360	14848	585105408
prepare	32	30	cef3b7b83baf7ffd	15872	15360	589299712
prepare	33	35	55ba6ed671feb30f	16384	15872	633339904
prepare	34	0	43793f7970464123	512	0	71303168
prepare	35	0	43793f7970464123	1024	512	71303168
prepare	36	0	43793f7970464123	1536	1024	138412032
prepare	37	0	43793f7970464123	2048	1536	138412032
prepare	38	0	43793f7970464123	2560	2048	205520896
prepare	39	0	43793f7970464123	3072	2560	205520896
prepare	40	0	43793f7970464123	3584	3072	272629760
prepare	41	0	43793f7970464123	4096	3584	272629760
prepare	42	0	43793f7970464123	4608	4096	339738624
prepare	43	0	43793f7970464123	5120	4608	339738624
prepare	44	0	43793f7970464123	5632	5120	406847488
prepare	45	0	43793f7970464123	6144	5632	406847488
prepare	46	0	43793f7970464123	6656	6144	473956352
prepare	47	0	43793f7970464123	7168	6656	473956352
prepare	48	0	43793f7970464123	7680	7168	541065216
prepare	49	0	43793f7970464123	8192	7680	541065216
prepare	50	3	db3d697a576b96de	8704	8192	601882624
prepare	51	3	db3d697a576b96de	9216	8704	583008256
prepare	52	9	3466be753819516e	9728	9216	631242752
prepare	53	11	cf702c7ae15673b6	10240	9728	599785472
prepare	54	15	d01de103518ffde8	10752	10240	618659840
prepare	55	15	d01de103518ffde8	11264	10752	585105408
prepare	56	18	b660d1fd86116249	11776	11264	614465536
prepare	57	21	20d4122a39e87b98	12288	11776	620756992
prepare	58	23	69f434a343edf2a2	12800	12288	608174080
prepare	59	23	69f434a343edf2a2	13312	12800	587202560
prepare	60	25	c076033408fafaf8	13824	13312	601882624
prepare	61	29	a287830338b5fdb4	14336	13824	629145600
prepare	62	29	a287830338b5fdb4	14848	14336	585105408
prepare	63	29	a287830338b5fdb4	15360	14848	585105408
prepare	64	30	cef3b7b83baf7ffd	15872	15360	589299712
prepare	65	35	55ba6ed671feb30f	16384	15872	633339904
prepare	66	0	43793f7970464123	512	0	71303168
prepare	67	0	43793f7970464123	1024	512	71303168
prepare	68	0	43793f7970464123	1536	1024	138412032
prepare	69	0	43793f7970464123	2048	1536	138412032
prepare	70	0	43793f7970464123	2560	2048	205520896
prepare	71	0	43793f7970464123	3072	2560	205520896
prepare	72	0	43793f7970464123	3584	3072	272629760
prepare	73	0	43793f7970464123	4096	3584	272629760
prepare	74	0	43793f7970464123	4608	4096	339738624
prepare	75	0	43793f7970464123	5120	4608	339738624
prepare	76	0	43793f7970464123	5632	5120	406847488
prepare	77	0	43793f7970464123	6144	5632	406847488
prepare	78	0	43793f7970464123	6656	6144	473956352
