# phase	boundary	cursor	tier_fnv	wm	used	mapped_bytes
prepare	1	0	43793f7970464123	256	0	71303168
prepare	2	0	43793f7970464123	512	0	71303168
prepare	3	0	43793f7970464123	1024	512	71303168
prepare	4	0	43793f7970464123	1536	1024	138412032
prepare	5	0	43793f7970464123	2048	1536	138412032
prepare	6	0	43793f7970464123	2560	2048	205520896
prepare	7	0	43793f7970464123	3072	2560	205520896
prepare	8	0	43793f7970464123	3584	3072	272629760
prepare	9	0	43793f7970464123	4096	3584	272629760
prepare	10	0	43793f7970464123	4608	4096	339738624
prepare	11	0	43793f7970464123	5120	4608	339738624
prepare	12	0	43793f7970464123	5632	5120	406847488
prepare	13	0	43793f7970464123	6144	5632	406847488
prepare	14	0	43793f7970464123	6656	6144	473956352
prepare	15	0	43793f7970464123	7168	6656	473956352
prepare	16	0	43793f7970464123	7680	7168	541065216
prepare	17	0	43793f7970464123	8192	7680	541065216
prepare	18	0	43793f7970464123	8704	8192	608174080
prepare	19	0	43793f7970464123	9216	8704	608174080
prepare	20	0	43793f7970464123	9728	9216	675282944
prepare	21	0	43793f7970464123	10240	9728	675282944
prepare	22	0	43793f7970464123	10752	10240	742391808
prepare	23	0	43793f7970464123	11264	10752	742391808
prepare	24	1	42d983796fbe8936	11776	11264	807403520
prepare	25	1	42d983796fbe8936	12288	11776	799014912
prepare	26	6	b8db21367ff84f95	12800	12288	853540864
prepare	27	6	b8db21367ff84f95	13312	12800	801112064
prepare	28	10	4730ad6285e4dd71	13824	13312	847249408
prepare	29	11	cf702c7ae15673b6	14336	13824	817889280
prepare	30	14	2556f607993e308d	14848	14336	843055104
prepare	31	14	2556f607993e308d	15360	14848	805306368
prepare	32	17	9d76b81f9ea0d070	15872	15360	836763648
prepare	33	19	419b433d03c8fcae	16384	15872	828375040
prepare	34	0	43793f7970464123	512	0	71303168
prepare	35	0	43793f7970464123	1024	512	71303168
prepare	36	0	43793f7970464123	1536	1024	138412032
prepare	37	0	43793f7970464123	2048	1536	138412032
prepare	38	0	43793f7970464123	2560	2048	205520896
prepare	39	0	43793f7970464123	3072	2560	205520896
prepare	40	0	43793f7970464123	3584	3072	272629760
prepare	41	0	43793f7970464123	4096	3584	272629760
prepare	42	0	43793f7970464123	4608	4096	339738624
prepare	43	0	43793f7970464123	5120	4608	339738624
prepare	44	0	43793f7970464123	5632	5120	406847488
prepare	45	0	43793f7970464123	6144	5632	406847488
prepare	46	0	43793f7970464123	6656	6144	473956352
prepare	47	0	43793f7970464123	7168	6656	473956352
prepare	48	0	43793f7970464123	7680	7168	541065216
prepare	49	0	43793f7970464123	8192	7680	541065216
prepare	50	0	43793f7970464123	8704	8192	608174080
prepare	51	0	43793f7970464123	9216	8704	608174080
prepare	52	0	43793f7970464123	9728	9216	675282944
prepare	53	0	43793f7970464123	10240	9728	675282944
prepare	54	0	43793f7970464123	10752	10240	742391808
prepare	55	0	43793f7970464123	11264	10752	742391808
prepare	56	1	42d983796fbe8936	11776	11264	807403520
prepare	57	1	42d983796fbe8936	12288	11776	799014912
prepare	58	6	b8db21367ff84f95	12800	12288	853540864
prepare	59	6	b8db21367ff84f95	13312	12800	801112064
prepare	60	10	4730ad6285e4dd71	13824	13312	847249408
prepare	61	11	cf702c7ae15673b6	14336	13824	817889280
prepare	62	14	2556f607993e308d	14848	14336	843055104
prepare	63	14	2556f607993e308d	15360	14848	805306368
prepare	64	17	9d76b81f9ea0d070	15872	15360	836763648
prepare	65	19	419b433d03c8fcae	16384	15872	828375040
prepare	66	0	43793f7970464123	512	0	71303168
prepare	67	0	43793f7970464123	1024	512	71303168
prepare	68	0	43793f7970464123	1536	1024	138412032
prepare	69	0	43793f7970464123	2048	1536	138412032
prepare	70	0	43793f7970464123	2560	2048	205520896
prepare	71	0	43793f7970464123	3072	2560	205520896
prepare	72	0	43793f7970464123	3584	3072	272629760
prepare	73	0	43793f7970464123	4096	3584	272629760
prepare	74	0	43793f7970464123	4608	4096	339738624
prepare	75	0	43793f7970464123	5120	4608	339738624
prepare	76	0	43793f7970464123	5632	5120	406847488
prepare	77	0	43793f7970464123	6144	5632	406847488
prepare	78	0	43793f7970464123	6656	6144	473956352
prepare	79	0	43793f7970464123	7168	6656	473956352
