# phase	boundary	cursor	tier_fnv	wm	used	mapped_bytes
prepare	1	0	43793f7970464123	256	0	71303168
prepare	2	0	43793f7970464123	512	0	71303168
prepare	3	0	43793f7970464123	1024	512	71303168
prepare	4	0	43793f7970464123	1536	1024	138412032
prepare	5	0	43793f7970464123	2048	1536	138412032
prepare	6	16	04783029138c1513	2560	2048	171966464
prepare	7	16	04783029138c1513	3072	2560	171966464
prepare	8	24	9060e495ef0c552d	3584	3072	188743680
prepare	9	49	8c18bd0cf07bfa1a	4096	3584	205520896
prepare	10	49	8c18bd0cf07bfa1a	4608	4096	171966464
prepare	11	52	825295242e2d0ff4	5120	4608	176160768
prepare	12	52	825295242e2d0ff4	5632	5120	171966464
prepare	13	65	54c8a9a49869cdc3	6144	5632	188743680
prepare	14	65	54c8a9a49869cdc3	6656	6144	169869312
prepare	15	65	54c8a9a49869cdc3	7168	6656	169869312
prepare	16	65	54c8a9a49869cdc3	7680	7168	169869312
prepare	17	82	175c7828e66e593c	8192	7680	188743680
prepare	18	82	175c7828e66e593c	8704	8192	171966464
prepare	19	82	175c7828e66e593c	9216	8704	171966464
prepare	20	82	175c7828e66e593c	9728	9216	171966464
prepare	21	112	26f38c6049d81d67	10240	9728	180355072
prepare	22	112	26f38c6049d81d67	10752	10240	171966464
prepare	23	112	26f38c6049d81d67	11264	10752	171966464
prepare	24	112	26f38c6049d81d67	11776	11264	171966464
prepare	25	112	26f38c6049d81d67	12288	11776	171966464
prepare	26	112	26f38c6049d81d67	12800	12288	171966464
prepare	27	115	41adb02d52326504	13312	12800	178257920
prepare	28	115	41adb02d52326504	13824	13312	171966464
prepare	29	115	41adb02d52326504	14336	13824	171966464
prepare	30	144	a6ec6797c345b1cd	14848	14336	178257920
prepare	31	144	a6ec6797c345b1cd	15360	14848	171966464
prepare	32	144	a6ec6797c345b1cd	15872	15360	171966464
prepare	33	144	a6ec6797c345b1cd	16384	15872	171966464
prepare	34	0	43793f7970464123	512	0	71303168
prepare	35	0	43793f7970464123	1024	512	71303168
prepare	36	0	43793f7970464123	1536	1024	138412032
prepare	37	0	43793f7970464123	2048	1536	138412032
prepare	38	16	04783029138c1513	2560	2048	171966464
prepare	39	16	04783029138c1513	3072	2560	171966464
prepare	40	24	9060e495ef0c552d	3584	3072	188743680
prepare	41	49	8c18bd0cf07bfa1a	4096	3584	205520896
prepare	42	49	8c18bd0cf07bfa1a	4608	4096	171966464
prepare	43	52	825295242e2d0ff4	5120	4608	176160768
prepare	44	52	825295242e2d0ff4	5632	5120	171966464
prepare	45	65	54c8a9a49869cdc3	6144	5632	188743680
prepare	46	65	54c8a9a49869cdc3	6656	6144	169869312
prepare	47	65	54c8a9a49869cdc3	7168	6656	169869312
prepare	48	65	54c8a9a49869cdc3	7680	7168	169869312
prepare	49	82	175c7828e66e593c	8192	7680	188743680
prepare	50	82	175c7828e66e593c	8704	8192	171966464
prepare	51	82	175c7828e66e593c	9216	8704	171966464
prepare	52	82	175c7828e66e593c	9728	9216	171966464
prepare	53	112	26f38c6049d81d67	10240	9728	180355072
prepare	54	112	26f38c6049d81d67	10752	10240	171966464
prepare	55	112	26f38c6049d81d67	11264	10752	171966464
prepare	56	112	26f38c6049d81d67	11776	11264	171966464
prepare	57	112	26f38c6049d81d67	12288	11776	171966464
prepare	58	112	26f38c6049d81d67	12800	12288	171966464
prepare	59	115	41adb02d52326504	13312	12800	178257920
prepare	60	115	41adb02d52326504	13824	13312	171966464
prepare	61	115	41adb02d52326504	14336	13824	171966464
prepare	62	144	a6ec6797c345b1cd	14848	14336	178257920
prepare	63	144	a6ec6797c345b1cd	15360	14848	171966464
prepare	64	144	a6ec6797c345b1cd	15872	15360	171966464
prepare	65	144	a6ec6797c345b1cd	16384	15872	171966464
prepare	66	0	43793f7970464123	512	0	71303168
prepare	67	0	43793f7970464123	1024	512	71303168
prepare	68	0	43793f7970464123	1536	1024	138412032
prepare	69	0	43793f7970464123	2048	1536	138412032
prepare	70	16	04783029138c1513	2560	2048	171966464
prepare	71	16	04783029138c1513	3072	2560	171966464
prepare	72	24	9060e495ef0c552d	3584	3072	188743680
prepare	73	49	8c18bd0cf07bfa1a	4096	3584	205520896
