0.00.033.845 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.440 W srv  llama_server: -----------------
0.00.034.442 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.442 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.442 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.442 W srv  llama_server: -----------------
0.00.035.707 I srv    load_model: loading model '/home/mark/Downloads/Qwen3.8-27B-AD-IQ2_S.gguf'
VMEAN tap: no live V layers — add disabled
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ decode: context-adaptive V alpha enabled
0.05.918.952 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.05.918.977 W no implementations specified for speculative decoding
0.05.918.981 W no implementations specified for speculative decoding
0.05.918.981 W no implementations specified for speculative decoding
0.05.918.981 W no implementations specified for speculative decoding
0.05.933.503 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.05.933.539 I srv  llama_server: model loaded
0.05.933.544 I srv  llama_server: listening on http://127.0.0.1:8080
0.08.974.234 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
0.08.974.279 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.09.112.101 W slot   operator(): id  0 | task 0 | created context checkpoint 1 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
0.09.223.963 W slot   operator(): id  0 | task 0 | created context checkpoint 2 of 32 (pos_min = 64, pos_max = 64, n_tokens = 65, size = 149.626 MiB)
0.11.193.806 I slot print_timing: id  0 | task 0 | prompt eval time =     302.64 ms /    69 tokens (    4.39 ms per token,   227.99 tokens per second)
0.11.193.811 I slot print_timing: id  0 | task 0 |        eval time =    1916.84 ms /    55 tokens (   34.85 ms per token,    28.69 tokens per second)
0.11.193.812 I slot print_timing: id  0 | task 0 |       total time =    2219.49 ms /   124 tokens
0.11.193.815 I slot print_timing: id  0 | task 0 |    graphs reused =         54
0.11.193.866 I slot      release: id  0 | task 0 | stop processing: n_tokens = 123, truncated = 0
0.11.207.918 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.381 (> 0.100 thold), f_keep = 0.366
0.11.760.078 I slot launch_slot_: id  0 | task 58 | processing task, is_child = 0
0.11.767.875 W slot   operator(): id  0 | task 58 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
0.11.867.002 W slot   operator(): id  0 | task 58 | created context checkpoint 2 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
0.12.009.395 W slot   operator(): id  0 | task 58 | created context checkpoint 3 of 32 (pos_min = 113, pos_max = 113, n_tokens = 114, size = 149.626 MiB)
0.15.538.536 I slot print_timing: id  0 | task 58 | n_decoded =    100, tg =  28.72 t/s, tg_3s =  28.72 t/s
0.18.571.692 I slot print_timing: id  0 | task 58 | n_decoded =    185, tg =  28.40 t/s, tg_3s =  28.02 t/s
0.21.599.529 I slot print_timing: id  0 | task 58 | n_decoded =    271, tg =  28.40 t/s, tg_3s =  28.40 t/s
0.24.625.670 I slot print_timing: id  0 | task 58 | n_decoded =    357, tg =  28.40 t/s, tg_3s =  28.42 t/s
0.27.639.431 I slot print_timing: id  0 | task 58 | n_decoded =    440, tg =  28.24 t/s, tg_3s =  27.54 t/s
0.30.671.062 I slot print_timing: id  0 | task 58 | n_decoded =    526, tg =  28.26 t/s, tg_3s =  28.37 t/s
0.33.684.394 I slot print_timing: id  0 | task 58 | n_decoded =    606, tg =  28.02 t/s, tg_3s =  26.55 t/s
0.36.687.951 I slot print_timing: id  0 | task 58 | n_decoded =    690, tg =  28.01 t/s, tg_3s =  27.97 t/s
0.39.708.377 I slot print_timing: id  0 | task 58 | n_decoded =    775, tg =  28.03 t/s, tg_3s =  28.14 t/s
0.42.727.911 I slot print_timing: id  0 | task 58 | n_decoded =    860, tg =  28.04 t/s, tg_3s =  28.15 t/s
0.45.743.035 I slot print_timing: id  0 | task 58 | n_decoded =    940, tg =  27.90 t/s, tg_3s =  26.53 t/s
0.48.776.006 I slot print_timing: id  0 | task 58 | n_decoded =   1023, tg =  27.86 t/s, tg_3s =  27.37 t/s
0.51.796.487 I slot print_timing: id  0 | task 58 | n_decoded =   1101, tg =  27.71 t/s, tg_3s =  25.82 t/s
0.54.799.118 I slot print_timing: id  0 | task 58 | n_decoded =   1184, tg =  27.70 t/s, tg_3s =  27.64 t/s
0.57.829.645 I slot print_timing: id  0 | task 58 | n_decoded =   1269, tg =  27.72 t/s, tg_3s =  28.05 t/s
1.00.853.428 I slot print_timing: id  0 | task 58 | n_decoded =   1354, tg =  27.75 t/s, tg_3s =  28.11 t/s
1.03.871.525 I slot print_timing: id  0 | task 58 | n_decoded =   1432, tg =  27.64 t/s, tg_3s =  25.84 t/s
1.06.885.627 I slot print_timing: id  0 | task 58 | n_decoded =   1516, tg =  27.65 t/s, tg_3s =  27.87 t/s
1.09.917.653 I slot print_timing: id  0 | task 58 | n_decoded =   1601, tg =  27.67 t/s, tg_3s =  28.03 t/s
1.12.950.592 I slot print_timing: id  0 | task 58 | n_decoded =   1685, tg =  27.67 t/s, tg_3s =  27.70 t/s
1.15.960.643 I slot print_timing: id  0 | task 58 | n_decoded =   1769, tg =  27.68 t/s, tg_3s =  27.91 t/s
1.18.961.979 I slot print_timing: id  0 | task 58 | n_decoded =   1853, tg =  27.70 t/s, tg_3s =  27.99 t/s
1.22.135.968 I slot print_timing: id  0 | task 58 | n_decoded =   1932, tg =  27.57 t/s, tg_3s =  24.89 t/s
1.25.165.998 I slot print_timing: id  0 | task 58 | n_decoded =   2016, tg =  27.58 t/s, tg_3s =  27.72 t/s
1.28.197.145 I slot print_timing: id  0 | task 58 | n_decoded =   2100, tg =  27.58 t/s, tg_3s =  27.71 t/s
1.31.212.047 I slot print_timing: id  0 | task 58 | n_decoded =   2184, tg =  27.59 t/s, tg_3s =  27.86 t/s
1.34.241.064 I slot print_timing: id  0 | task 58 | n_decoded =   2267, tg =  27.58 t/s, tg_3s =  27.40 t/s
1.37.268.692 I slot print_timing: id  0 | task 58 | n_decoded =   2351, tg =  27.59 t/s, tg_3s =  27.74 t/s
1.40.270.047 I slot print_timing: id  0 | task 58 | n_decoded =   2424, tg =  27.48 t/s, tg_3s =  24.32 t/s
1.43.296.077 I slot print_timing: id  0 | task 58 | n_decoded =   2506, tg =  27.47 t/s, tg_3s =  27.10 t/s
1.46.329.317 I slot print_timing: id  0 | task 58 | n_decoded =   2590, tg =  27.47 t/s, tg_3s =  27.69 t/s
1.49.353.267 I slot print_timing: id  0 | task 58 | n_decoded =   2674, tg =  27.48 t/s, tg_3s =  27.78 t/s
1.52.385.854 I slot print_timing: id  0 | task 58 | n_decoded =   2756, tg =  27.47 t/s, tg_3s =  27.04 t/s
1.55.388.905 I slot print_timing: id  0 | task 58 | n_decoded =   2839, tg =  27.47 t/s, tg_3s =  27.64 t/s
1.58.421.873 I slot print_timing: id  0 | task 58 | n_decoded =   2923, tg =  27.48 t/s, tg_3s =  27.70 t/s
2.01.457.833 I slot print_timing: id  0 | task 58 | n_decoded =   3006, tg =  27.48 t/s, tg_3s =  27.34 t/s
2.03.857.260 I slot print_timing: id  0 | task 58 | prompt eval time =     296.63 ms /    76 tokens (    3.90 ms per token,   256.21 tokens per second)
2.03.857.263 I slot print_timing: id  0 | task 58 |        eval time =  111800.53 ms /  3072 tokens (   36.39 ms per token,    27.48 tokens per second)
2.03.857.264 I slot print_timing: id  0 | task 58 |       total time =  112097.15 ms /  3148 tokens
2.03.857.264 I slot print_timing: id  0 | task 58 |    graphs reused =       3112
2.03.857.744 I slot      release: id  0 | task 58 | stop processing: n_tokens = 3189, truncated = 0
2.03.879.554 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.460 (> 0.100 thold), f_keep = 0.014
2.04.230.889 I slot launch_slot_: id  0 | task 3132 | processing task, is_child = 0
2.04.238.336 W slot   operator(): id  0 | task 3132 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
2.04.327.318 W slot   operator(): id  0 | task 3132 | created context checkpoint 3 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
2.04.461.115 W slot   operator(): id  0 | task 3132 | created context checkpoint 4 of 32 (pos_min = 95, pos_max = 95, n_tokens = 96, size = 149.626 MiB)
2.08.002.896 I slot print_timing: id  0 | task 3132 | n_decoded =    100, tg =  28.63 t/s, tg_3s =  28.63 t/s
2.11.035.043 I slot print_timing: id  0 | task 3132 | n_decoded =    186, tg =  28.51 t/s, tg_3s =  28.36 t/s
2.14.036.400 I slot print_timing: id  0 | task 3132 | n_decoded =    271, tg =  28.45 t/s, tg_3s =  28.32 t/s
2.17.039.213 I slot print_timing: id  0 | task 3132 | n_decoded =    356, tg =  28.41 t/s, tg_3s =  28.31 t/s
2.20.044.781 I slot print_timing: id  0 | task 3132 | n_decoded =    441, tg =  28.39 t/s, tg_3s =  28.28 t/s
2.23.053.178 I slot print_timing: id  0 | task 3132 | n_decoded =    526, tg =  28.37 t/s, tg_3s =  28.25 t/s
2.26.067.307 I slot print_timing: id  0 | task 3132 | n_decoded =    611, tg =  28.34 t/s, tg_3s =  28.20 t/s
2.29.086.650 I slot print_timing: id  0 | task 3132 | n_decoded =    696, tg =  28.32 t/s, tg_3s =  28.15 t/s
2.32.120.283 I slot print_timing: id  0 | task 3132 | n_decoded =    780, tg =  28.25 t/s, tg_3s =  27.69 t/s
2.35.120.343 I slot print_timing: id  0 | task 3132 | n_decoded =    864, tg =  28.23 t/s, tg_3s =  28.00 t/s
2.38.132.363 I slot print_timing: id  0 | task 3132 | n_decoded =    945, tg =  28.11 t/s, tg_3s =  26.89 t/s
2.41.164.299 I slot print_timing: id  0 | task 3132 | n_decoded =   1025, tg =  27.96 t/s, tg_3s =  26.39 t/s
2.44.169.702 I slot print_timing: id  0 | task 3132 | n_decoded =   1109, tg =  27.96 t/s, tg_3s =  27.95 t/s
2.47.181.453 I slot print_timing: id  0 | task 3132 | n_decoded =   1192, tg =  27.93 t/s, tg_3s =  27.56 t/s
2.50.186.232 I slot print_timing: id  0 | task 3132 | n_decoded =   1275, tg =  27.91 t/s, tg_3s =  27.62 t/s
2.53.220.972 I slot print_timing: id  0 | task 3132 | n_decoded =   1359, tg =  27.90 t/s, tg_3s =  27.68 t/s
2.56.236.635 I slot print_timing: id  0 | task 3132 | n_decoded =   1443, tg =  27.90 t/s, tg_3s =  27.85 t/s
2.59.243.852 I slot print_timing: id  0 | task 3132 | n_decoded =   1527, tg =  27.90 t/s, tg_3s =  27.93 t/s
3.02.278.046 I slot print_timing: id  0 | task 3132 | n_decoded =   1612, tg =  27.90 t/s, tg_3s =  28.01 t/s
3.05.300.626 I slot print_timing: id  0 | task 3132 | n_decoded =   1696, tg =  27.90 t/s, tg_3s =  27.79 t/s
3.08.318.789 I slot print_timing: id  0 | task 3132 | n_decoded =   1780, tg =  27.90 t/s, tg_3s =  27.83 t/s
3.11.326.898 I slot print_timing: id  0 | task 3132 | n_decoded =   1864, tg =  27.90 t/s, tg_3s =  27.92 t/s
3.14.346.180 I slot print_timing: id  0 | task 3132 | n_decoded =   1948, tg =  27.89 t/s, tg_3s =  27.82 t/s
3.17.347.488 I slot print_timing: id  0 | task 3132 | n_decoded =   2031, tg =  27.88 t/s, tg_3s =  27.65 t/s
3.20.357.485 I slot print_timing: id  0 | task 3132 | n_decoded =   2115, tg =  27.88 t/s, tg_3s =  27.91 t/s
3.23.383.016 I slot print_timing: id  0 | task 3132 | n_decoded =   2199, tg =  27.88 t/s, tg_3s =  27.76 t/s
3.26.389.884 I slot print_timing: id  0 | task 3132 | n_decoded =   2282, tg =  27.87 t/s, tg_3s =  27.60 t/s
3.29.415.335 I slot print_timing: id  0 | task 3132 | n_decoded =   2366, tg =  27.87 t/s, tg_3s =  27.76 t/s
3.32.433.188 I slot print_timing: id  0 | task 3132 | n_decoded =   2450, tg =  27.87 t/s, tg_3s =  27.83 t/s
3.35.449.948 I slot print_timing: id  0 | task 3132 | n_decoded =   2533, tg =  27.85 t/s, tg_3s =  27.51 t/s
3.38.483.298 I slot print_timing: id  0 | task 3132 | n_decoded =   2617, tg =  27.85 t/s, tg_3s =  27.69 t/s
3.41.493.188 I slot print_timing: id  0 | task 3132 | n_decoded =   2697, tg =  27.81 t/s, tg_3s =  26.58 t/s
3.44.498.271 I slot print_timing: id  0 | task 3132 | n_decoded =   2775, tg =  27.75 t/s, tg_3s =  25.96 t/s
3.47.506.836 I slot print_timing: id  0 | task 3132 | n_decoded =   2858, tg =  27.75 t/s, tg_3s =  27.59 t/s
3.50.548.789 I slot print_timing: id  0 | task 3132 | n_decoded =   2940, tg =  27.73 t/s, tg_3s =  26.96 t/s
3.53.578.677 I slot print_timing: id  0 | task 3132 | n_decoded =   3020, tg =  27.69 t/s, tg_3s =  26.40 t/s
3.55.479.997 I slot print_timing: id  0 | task 3132 | prompt eval time =     279.30 ms /    58 tokens (    4.82 ms per token,   207.66 tokens per second)
3.55.480.001 I slot print_timing: id  0 | task 3132 |        eval time =  110969.77 ms /  3072 tokens (   36.12 ms per token,    27.68 tokens per second)
3.55.480.001 I slot print_timing: id  0 | task 3132 |       total time =  111249.07 ms /  3130 tokens
3.55.480.002 I slot print_timing: id  0 | task 3132 |    graphs reused =       6170
3.55.480.198 I slot      release: id  0 | task 3132 | stop processing: n_tokens = 3171, truncated = 0
3.55.500.385 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.464 (> 0.100 thold), f_keep = 0.014
3.55.942.648 I slot launch_slot_: id  0 | task 6206 | processing task, is_child = 0
3.55.950.329 W slot   operator(): id  0 | task 6206 | restored context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, n_past = 42, size = 149.626 MiB)
3.56.046.568 W slot   operator(): id  0 | task 6206 | created context checkpoint 4 of 32 (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.626 MiB)
3.56.191.151 W slot   operator(): id  0 | task 6206 | created context checkpoint 5 of 32 (pos_min = 92, pos_max = 92, n_tokens = 93, size = 149.626 MiB)
3.59.981.657 I slot print_timing: id  0 | task 6206 | n_decoded =    100, tg =  26.73 t/s, tg_3s =  26.73 t/s
4.02.987.256 I slot print_timing: id  0 | task 6206 | n_decoded =    185, tg =  27.42 t/s, tg_3s =  28.28 t/s
4.05.999.345 I slot print_timing: id  0 | task 6206 | n_decoded =    270, tg =  27.67 t/s, tg_3s =  28.22 t/s
4.09.013.477 I slot print_timing: id  0 | task 6206 | n_decoded =    354, tg =  27.72 t/s, tg_3s =  27.87 t/s
4.12.024.381 I slot print_timing: id  0 | task 6206 | n_decoded =    439, tg =  27.81 t/s, tg_3s =  28.23 t/s
4.15.042.004 I slot print_timing: id  0 | task 6206 | n_decoded =    524, tg =  27.87 t/s, tg_3s =  28.17 t/s
4.18.059.059 I slot print_timing: id  0 | task 6206 | n_decoded =    609, tg =  27.91 t/s, tg_3s =  28.17 t/s
4.21.078.335 I slot print_timing: id  0 | task 6206 | n_decoded =    694, tg =  27.94 t/s, tg_3s =  28.15 t/s
4.24.102.233 I slot print_timing: id  0 | task 6206 | n_decoded =    779, tg =  27.96 t/s, tg_3s =  28.11 t/s
