0.00.027.069 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.027.382 W srv  llama_server: -----------------
0.00.027.383 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.027.384 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.027.384 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.027.384 W srv  llama_server: -----------------
0.00.028.637 I srv    load_model: loading model '/mnt/TG_2TB/AI/Models/Qwen3.8-27B-UD-Q2_K_XL.gguf'
VMEAN tap: no live V layers — add disabled
0.00.685.072 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.685.078 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.685.085 W model has unused tensor blk.64.attn_q.weight (size = 51609600 bytes) -- ignoring
0.00.685.087 W model has unused tensor blk.64.attn_k.weight (size = 5570560 bytes) -- ignoring
0.00.685.090 W model has unused tensor blk.64.attn_v.weight (size = 5570560 bytes) -- ignoring
0.00.685.098 W model has unused tensor blk.64.attn_output.weight (size = 25804800 bytes) -- ignoring
0.00.685.101 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.685.103 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.685.106 W model has unused tensor blk.64.ffn_gate.weight (size = 73113600 bytes) -- ignoring
0.00.685.108 W model has unused tensor blk.64.ffn_down.weight (size = 73113600 bytes) -- ignoring
0.00.685.111 W model has unused tensor blk.64.ffn_up.weight (size = 73113600 bytes) -- ignoring
0.00.685.114 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.685.117 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.685.119 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.685.127 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.05.431.930 I cmn          init: llama threadpool init, n_threads = 8
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ decode: context-adaptive V alpha enabled
0.05.549.076 I srv    load_model: computation-frontier ratchet: legacy reads authoritative, flip after 1024 qualifying agreements
0.05.549.081 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'true'
0.05.549.702 I srv    load_model: decayed-frequency host-cache authority is enabled
0.05.553.819 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.05.553.855 I srv  llama_server: model loaded
0.05.553.860 I srv  llama_server: listening on http://127.0.0.1:8090
0.05.942.949 I slot cache_plan_s: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
0.05.943.022 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.05.943.037 I slot   operator(): id  0 | task 0 | edit/divergence sample (cached/incoming/lcp/reusable/rewind/append/cache_prompt) = (0/11/0/0/0/11/1)
0.06.032.071 W slot   operator(): id  0 | task 0 | created context checkpoint 1 of 32 (pos_min = 6, pos_max = 6, n_tokens = 7, size = 149.626 MiB)
0.06.078.881 I slot print_timing: id  0 | task 0 | prompt eval time =     135.84 ms /    11 tokens (   12.35 ms per token,    80.98 tokens per second)
0.06.078.884 I slot print_timing: id  0 | task 0 |        eval time =       0.00 ms /     1 tokens (    0.00 ms per token,     0.00 tokens per second)
0.06.078.885 I slot print_timing: id  0 | task 0 |       total time =     135.84 ms /    12 tokens
0.06.078.887 I slot print_timing: id  0 | task 0 |    graphs reused =          0
0.06.078.920 I slot      release: id  0 | task 0 | stop processing: n_tokens = 11, truncated = 0
0.06.430.522 I slot cache_plan_s: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.143 (> 0.100 thold), f_keep = 0.273
0.06.486.712 I slot launch_slot_: id  0 | task 3 | processing task, is_child = 0
0.06.486.726 I slot   operator(): id  0 | task 3 | edit/divergence sample (cached/incoming/lcp/reusable/rewind/append/cache_prompt) = (11/21/3/3/8/18/1)
0.06.667.477 W slot   operator(): id  0 | task 3 | created context checkpoint 1 of 32 (pos_min = 16, pos_max = 16, n_tokens = 17, size = 149.626 MiB)
0.10.035.467 I slot print_timing: id  0 | task 3 | n_gen =    100, tg =  29.95 t/s, tg_3s =  30.25 t/s
0.13.052.569 I slot print_timing: id  0 | task 3 | n_gen =    191, tg =  30.05 t/s, tg_3s =  30.16 t/s
0.16.071.752 I slot print_timing: id  0 | task 3 | n_gen =    281, tg =  29.97 t/s, tg_3s =  29.81 t/s
0.19.101.532 I slot print_timing: id  0 | task 3 | n_gen =    372, tg =  29.99 t/s, tg_3s =  30.04 t/s
0.22.114.882 I slot print_timing: id  0 | task 3 | n_gen =    462, tg =  29.96 t/s, tg_3s =  29.87 t/s
0.25.129.016 I slot print_timing: id  0 | task 3 | n_gen =    552, tg =  29.95 t/s, tg_3s =  29.86 t/s
0.28.136.643 I slot print_timing: id  0 | task 3 | n_gen =    642, tg =  29.94 t/s, tg_3s =  29.92 t/s
0.31.148.442 I slot print_timing: id  0 | task 3 | n_gen =    732, tg =  29.94 t/s, tg_3s =  29.88 t/s
0.34.165.404 I slot print_timing: id  0 | task 3 | n_gen =    822, tg =  29.92 t/s, tg_3s =  29.83 t/s
0.37.172.988 I slot print_timing: id  0 | task 3 | n_gen =    912, tg =  29.92 t/s, tg_3s =  29.92 t/s
0.40.183.682 I slot print_timing: id  0 | task 3 | n_gen =   1002, tg =  29.92 t/s, tg_3s =  29.89 t/s
0.43.204.852 I slot print_timing: id  0 | task 3 | n_gen =   1092, tg =  29.91 t/s, tg_3s =  29.79 t/s
0.46.216.559 I slot print_timing: id  0 | task 3 | n_gen =   1181, tg =  29.88 t/s, tg_3s =  29.55 t/s
0.49.243.500 I slot print_timing: id  0 | task 3 | n_gen =   1271, tg =  29.87 t/s, tg_3s =  29.73 t/s
0.52.256.888 I slot print_timing: id  0 | task 3 | n_gen =   1361, tg =  29.87 t/s, tg_3s =  29.87 t/s
0.55.271.149 I slot print_timing: id  0 | task 3 | n_gen =   1451, tg =  29.87 t/s, tg_3s =  29.86 t/s
0.58.293.526 I slot print_timing: id  0 | task 3 | n_gen =   1541, tg =  29.87 t/s, tg_3s =  29.78 t/s
1.01.311.735 I slot print_timing: id  0 | task 3 | n_gen =   1631, tg =  29.86 t/s, tg_3s =  29.82 t/s
1.04.327.818 I slot print_timing: id  0 | task 3 | n_gen =   1720, tg =  29.84 t/s, tg_3s =  29.51 t/s
1.07.358.866 I slot print_timing: id  0 | task 3 | n_gen =   1809, tg =  29.82 t/s, tg_3s =  29.36 t/s
1.10.361.215 I slot print_timing: id  0 | task 3 | n_gen =   1898, tg =  29.81 t/s, tg_3s =  29.64 t/s
1.13.382.316 I slot print_timing: id  0 | task 3 | n_gen =   1988, tg =  29.81 t/s, tg_3s =  29.79 t/s
1.16.410.137 I slot print_timing: id  0 | task 3 | n_gen =   2078, tg =  29.81 t/s, tg_3s =  29.72 t/s
1.19.442.261 I slot print_timing: id  0 | task 3 | n_gen =   2168, tg =  29.80 t/s, tg_3s =  29.68 t/s
1.22.471.606 I slot print_timing: id  0 | task 3 | n_gen =   2257, tg =  29.79 t/s, tg_3s =  29.38 t/s
1.25.504.489 I slot print_timing: id  0 | task 3 | n_gen =   2345, tg =  29.76 t/s, tg_3s =  29.02 t/s
1.28.525.020 I slot print_timing: id  0 | task 3 | n_gen =   2433, tg =  29.73 t/s, tg_3s =  29.13 t/s
1.31.538.068 I slot print_timing: id  0 | task 3 | n_gen =   2521, tg =  29.71 t/s, tg_3s =  29.21 t/s
1.34.567.743 I slot print_timing: id  0 | task 3 | n_gen =   2609, tg =  29.69 t/s, tg_3s =  29.05 t/s
1.37.596.471 I slot print_timing: id  0 | task 3 | n_gen =   2697, tg =  29.67 t/s, tg_3s =  29.06 t/s
1.40.615.195 I slot print_timing: id  0 | task 3 | n_gen =   2785, tg =  29.65 t/s, tg_3s =  29.15 t/s
1.43.625.884 I slot print_timing: id  0 | task 3 | n_gen =   2872, tg =  29.63 t/s, tg_3s =  28.90 t/s
1.45.983.316 I slot print_timing: id  0 | task 3 | prompt eval time =     242.87 ms /    21 tokens (   11.57 ms per token,    86.47 tokens per second)
1.45.983.320 I slot print_timing: id  0 | task 3 |        eval time =   99253.71 ms /  2940 tokens (   33.77 ms per token,    29.61 tokens per second)
1.45.983.320 I slot print_timing: id  0 | task 3 |       total time =   99496.59 ms /  2961 tokens
1.45.983.321 I slot print_timing: id  0 | task 3 |    graphs reused =       2927
1.45.983.336 I slot      release: id  0 | task 3 | stop processing: n_tokens = 2960, truncated = 0
1.46.599.004 I slot cache_plan_s: id  0 | task -1 | selected slot by decayed retention value, t_last = 9318522433 (best rejected sim = 0.001)
1.46.643.924 I slot launch_slot_: id  0 | task 2945 | processing task, is_child = 0
1.46.643.935 I slot   operator(): id  0 | task 2945 | edit/divergence sample (cached/incoming/lcp/reusable/rewind/append/cache_prompt) = (2960/2414/3/3/2957/2411/1)
1.48.509.393 W slot   operator(): id  0 | task 2945 | created context checkpoint 1 of 32 (pos_min = 1897, pos_max = 1897, n_tokens = 1898, size = 149.626 MiB)
1.49.039.718 W slot   operator(): id  0 | task 2945 | created context checkpoint 2 of 32 (pos_min = 2409, pos_max = 2409, n_tokens = 2410, size = 149.626 MiB)
1.52.477.203 I slot print_timing: id  0 | task 2945 | n_gen =    100, tg =  29.21 t/s, tg_3s =  29.50 t/s
1.55.506.807 I slot print_timing: id  0 | task 2945 | n_gen =    188, tg =  29.13 t/s, tg_3s =  29.05 t/s
1.58.531.745 I slot print_timing: id  0 | task 2945 | n_gen =    276, tg =  29.12 t/s, tg_3s =  29.09 t/s
2.01.556.936 I slot print_timing: id  0 | task 2945 | n_gen =    364, tg =  29.11 t/s, tg_3s =  29.09 t/s
2.04.582.849 I slot print_timing: id  0 | task 2945 | n_gen =    451, tg =  29.04 t/s, tg_3s =  28.75 t/s
2.07.600.289 I slot print_timing: id  0 | task 2945 | n_gen =    538, tg =  29.01 t/s, tg_3s =  28.83 t/s
2.10.600.363 I slot print_timing: id  0 | task 2945 | n_gen =    625, tg =  29.01 t/s, tg_3s =  29.00 t/s
