0.00.062.464 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.988.442 W srv  llama_server: -----------------
0.00.988.449 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.988.449 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.988.449 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.988.450 W srv  llama_server: -----------------
0.00.990.021 I srv    load_model: loading model '/home/mark/AI/Models/Qwopus-Coder/Qwopus3.6-27B-Coder-heretic-Q6_K.gguf'
0.00.990.025 I srv    load_model: auto-enabled kv-unified: single-slot server doesn't need separate KV stream
VMEAN tap: graph add armed, 16 live layers (pdim 6144)
TCQ: encode V alpha=1.0 (context-adaptive decode-time alpha active)
TCQ encode: using shared-memory backtrace (8192 bytes/block)
TURBO meansub (device 0): K-mean BAKED table (16 live layers)
TURBO meansub (device 0): V-mean BAKED table (16 live layers)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ decode: context-adaptive V alpha enabled
TCQ encode: using shared-memory backtrace (8192 bytes/block)
TURBO meansub (device 1): K-mean BAKED table (16 live layers)
TURBO meansub (device 1): V-mean BAKED table (16 live layers)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ encode: using shared-memory backtrace (8192 bytes/block)
TURBO meansub (device 2): K-mean BAKED table (16 live layers)
TURBO meansub (device 2): V-mean BAKED table (16 live layers)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
TCQ encode: using shared-memory backtrace (8192 bytes/block)
TURBO meansub (device 3): K-mean BAKED table (16 live layers)
TURBO meansub (device 3): V-mean BAKED table (16 live layers)
TCQ1 decode: K/V codebooks (K=baked-in V=baked-in) hotswap=0
0.07.971.399 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'true'
0.07.971.416 W no implementations specified for speculative decoding
0.07.971.694 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.08.008.236 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.08.008.304 I srv  llama_server: model loaded
0.08.008.315 I srv  llama_server: listening on http://127.0.0.1:8099
0.10.140.869 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1 (best rejected sim = 0.000)
0.10.140.954 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.18.259.804 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1386, progress = 0.73, t =   8.12 s / 170.71 tokens per second
0.20.387.150 W slot   operator(): id  0 | task 0 | created context checkpoint 1 of 32 (pos_min = 1385, pos_max = 1385, n_tokens = 1386, size = 149.626 MiB)
0.20.417.951 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   1898, progress = 1.00, t =  10.28 s / 184.68 tokens per second
0.25.701.280 W slot   operator(): id  0 | task 0 | created context checkpoint 2 of 32 (pos_min = 1897, pos_max = 1897, n_tokens = 1898, size = 149.626 MiB)
0.30.605.806 I slot print_timing: id  0 | task 0 | prompt eval time =   15769.89 ms /  1902 tokens (    8.29 ms per token,   120.61 tokens per second)
0.30.605.813 I slot print_timing: id  0 | task 0 |        eval time =    4692.04 ms /    33 tokens (  142.18 ms per token,     7.03 tokens per second)
0.30.605.814 I slot print_timing: id  0 | task 0 |       total time =   20461.93 ms /  1935 tokens
0.30.605.824 I slot print_timing: id  0 | task 0 |    graphs reused =         32
0.30.606.355 I slot      release: id  0 | task 0 | stop processing: n_tokens = 1934, truncated = 0
0.30.651.597 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 1230664442385 (best rejected sim = 0.079)
0.30.651.680 I slot launch_slot_: id  0 | task 36 | processing task, is_child = 0
0.39.777.445 I slot print_timing: id  0 | task 36 | prompt processing, n_tokens =   1363, progress = 0.73, t =   9.13 s / 149.36 tokens per second
0.41.887.369 W slot   operator(): id  0 | task 36 | created context checkpoint 1 of 32 (pos_min = 1362, pos_max = 1362, n_tokens = 1363, size = 149.626 MiB)
0.41.915.673 I slot print_timing: id  0 | task 36 | prompt processing, n_tokens =   1875, progress = 1.00, t =  11.26 s / 166.46 tokens per second
0.47.189.812 W slot   operator(): id  0 | task 36 | created context checkpoint 2 of 32 (pos_min = 1874, pos_max = 1874, n_tokens = 1875, size = 149.626 MiB)
0.52.092.511 I slot print_timing: id  0 | task 36 | prompt eval time =   16746.56 ms /  1879 tokens (    8.91 ms per token,   112.20 tokens per second)
0.52.092.519 I slot print_timing: id  0 | task 36 |        eval time =    4691.22 ms /    33 tokens (  142.16 ms per token,     7.03 tokens per second)
